iid,gender,pid,match,samerace,field_cd,imprace,imprelig,from,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,date,attr,sinc,intel,fun,amb,like,prob,p_iid,p_pid,field_cd_p,imprace_p,imprelig_p,from_p,go_out_p,career_c_p,sports_p,tvsports_p,exercise_p,dining_p,museums_p,art_p,hiking_p,gaming_p,clubbing_p,reading_p,tv_p,theater_p,movies_p,concerts_p,music_p,shopping_p,yoga_p,date_p,attr_p,sinc_p,intel_p,fun_p,amb_p,like_p,prob_p,sports_difference,tvsports_difference,exercise_difference,dining_difference,museums_difference,art_difference,hiking_difference,gaming_difference,clubbing_difference,reading_difference,tv_difference,theater_difference,movies_difference,concerts_difference,music_difference,shopping_difference,yoga_difference,go_out_difference,imprelig_difference,imprace_difference,date_difference,attr_difference,sinc_difference,intel_difference,fun_difference,amb_difference,like_difference,prob_difference,age_o_difference,same_from,same_career,same_field,pref_diff_score
254.0,0.0,290.0,0.0,1.0,7.0,8.0,3.0,12,2.0,2.0,8.0,2.0,6.0,10.0,9.0,9.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,6.0,8.0,3.0,3.0,2.0,3.0,3.0,3.0,290.0,254.0,10.0,2.0,6.0,59,2.0,2.0,7.0,1.0,8.0,7.0,7.0,4.0,3.0,2.0,1.0,10.0,1.0,3.0,5.0,9.0,10.0,2.0,5.0,5.0,3.0,6.0,6.0,5.0,6.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,5.0,5.0,1.0,6.0,1.0,7.0,6.0,4.0,2.0,3.0,5.0,3.0,0.0,3.0,6.0,1.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,12.0,False,True,False,0.42352941176470593
254.0,0.0,291.0,0.0,0.0,7.0,8.0,3.0,12,2.0,2.0,8.0,2.0,6.0,10.0,9.0,9.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,6.0,5.0,7.0,9.0,8.0,9.0,7.0,5.0,291.0,254.0,10.0,5.0,5.0,92,2.0,4.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,5.0,8.0,5.0,5.0,3.0,6.0,9.0,8.0,7.0,7.0,7.0,6.0,1.0,5.0,1.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,5.0,False,False,False,0.6294117647058823
254.0,0.0,292.0,0.0,0.0,7.0,8.0,3.0,12,2.0,2.0,8.0,2.0,6.0,10.0,9.0,9.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,6.0,8.0,7.0,5.0,5.0,7.0,6.0,5.0,292.0,254.0,13.0,7.0,1.0,94,1.0,7.0,10.0,5.0,8.0,8.0,7.0,5.0,10.0,7.0,9.0,7.0,4.0,7.0,9.0,5.0,10.0,1.0,1.0,2.0,5.0,10.0,7.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,6.0,2.0,2.0,4.0,2.0,0.0,2.0,3.0,6.0,7.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,6.0,False,False,False,0.5352941176470588
254.0,0.0,293.0,0.0,0.0,7.0,8.0,3.0,12,2.0,2.0,8.0,2.0,6.0,10.0,9.0,9.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,6.0,4.0,4.0,5.0,5.0,6.0,3.0,3.0,293.0,254.0,8.0,3.0,7.0,98,2.0,7.0,6.0,9.0,7.0,10.0,8.0,7.0,6.0,6.0,8.0,9.0,6.0,9.0,9.0,8.0,8.0,6.0,4.0,5.0,6.0,8.0,8.0,6.0,5.0,6.0,6.0,2.0,7.0,1.0,0.0,1.0,2.0,2.0,5.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0,5.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,6.0,False,False,False,0.6294117647058823
255.0,0.0,273.0,0.0,0.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,273.0,255.0,10.0,8.0,4.0,148,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,6.0,5.0,5.0,8.0,4.0,5.0,1.0,0.0,7.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,3.0,5.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,5.0,3.0,False,False,True,0.6352941176470588
255.0,0.0,274.0,0.0,0.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,274.0,255.0,3.0,3.0,3.0,76,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,4.0,2.0,4.0,6.0,4.0,6.0,4.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,0.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,0.0,3.0,4.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,False,False,False,0.6352941176470588
255.0,0.0,275.0,0.0,0.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,275.0,255.0,5.0,1.0,1.0,120,3.0,7.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,7.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,3.0,2.0,0.0,1.0,1.0,4.0,8.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,False,False,False,0.6588235294117647
255.0,0.0,276.0,0.0,0.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,276.0,255.0,10.0,7.0,3.0,91,1.0,2.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,4.0,7.0,6.0,5.0,5.0,4.0,5.0,3.0,0.0,6.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,2.0,1.0,7.0,1.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,False,False,True,0.6529411764705882
255.0,0.0,277.0,0.0,0.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,277.0,255.0,10.0,1.0,1.0,35,5.0,2.0,10.0,6.0,10.0,5.0,8.0,8.0,10.0,5.0,3.0,8.0,2.0,7.0,8.0,6.0,6.0,1.0,2.0,7.0,6.0,6.0,6.0,4.0,5.0,6.0,0.0,4.0,2.0,1.0,1.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,8.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,1.0,False,False,True,0.6764705882352942
255.0,0.0,278.0,0.0,0.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,278.0,255.0,5.0,1.0,1.0,153,1.0,2.0,8.0,1.0,5.0,9.0,9.0,9.0,9.0,5.0,8.0,9.0,5.0,7.0,9.0,9.0,9.0,5.0,1.0,3.0,7.0,6.0,5.0,5.0,5.0,5.0,3.0,2.0,7.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,False,False,False,0.6235294117647059
255.0,0.0,279.0,0.0,0.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,279.0,255.0,10.0,7.0,1.0,64,2.0,2.0,7.0,1.0,6.0,5.0,2.0,3.0,5.0,3.0,4.0,9.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,7.0,3.0,6.0,2.0,6.0,1.0,7.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,7.0,6.0,8.0,0.0,1.0,0.0,4.0,3.0,1.0,1.0,1.0,3.0,0.0,4.0,1.0,1.0,False,False,True,0.5705882352941176
255.0,0.0,280.0,0.0,0.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,5.0,280.0,255.0,10.0,2.0,1.0,21,2.0,2.0,8.0,1.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,10.0,2.0,7.0,10.0,7.0,8.0,2.0,2.0,6.0,8.0,7.0,8.0,5.0,6.0,6.0,2.0,2.0,7.0,4.0,1.0,0.0,1.0,1.0,2.0,3.0,4.0,2.0,0.0,3.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,False,False,True,0.6941176470588235
255.0,0.0,281.0,0.0,0.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,281.0,255.0,3.0,2.0,5.0,111,5.0,2.0,4.0,4.0,2.0,4.0,7.0,5.0,8.0,1.0,2.0,6.0,2.0,6.0,8.0,7.0,5.0,3.0,9.0,5.0,5.0,4.0,4.0,3.0,5.0,6.0,3.0,2.0,4.0,7.0,2.0,1.0,1.0,4.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,3.0,6.0,8.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0.0,3.0,1.0,False,False,False,0.5823529411764705
255.0,0.0,282.0,0.0,0.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,282.0,255.0,5.0,1.0,1.0,138,3.0,7.0,10.0,10.0,10.0,5.0,4.0,4.0,4.0,7.0,8.0,9.0,5.0,7.0,7.0,7.0,10.0,5.0,1.0,4.0,6.0,7.0,7.0,5.0,5.0,5.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,0.0,5.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,3.0,False,False,False,0.711764705882353
255.0,0.0,283.0,0.0,1.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,283.0,255.0,5.0,1.0,1.0,16,2.0,7.0,9.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,6.0,8.0,1.0,5.0,3.0,3.0,7.0,2.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,3.0,2.0,3.0,0.0,2.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,5.0,1.0,7.0,6.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,1.0,False,False,False,0.5705882352941176
255.0,0.0,285.0,0.0,0.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,285.0,255.0,5.0,1.0,1.0,58,6.0,7.0,5.0,7.0,6.0,10.0,9.0,10.0,9.0,14.0,5.0,9.0,7.0,3.0,10.0,10.0,10.0,10.0,10.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,12.0,0.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,9.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,False,False,False,0.5176470588235293
255.0,0.0,287.0,0.0,1.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,287.0,255.0,13.0,1.0,1.0,89,3.0,6.0,2.0,1.0,5.0,7.0,2.0,2.0,9.0,6.0,4.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,6.0,4.0,7.0,4.0,1.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,1.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,False,False,False,0.6
255.0,0.0,288.0,0.0,0.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,288.0,255.0,3.0,3.0,5.0,143,3.0,2.0,9.0,5.0,3.0,8.0,5.0,5.0,6.0,4.0,4.0,9.0,2.0,6.0,7.0,5.0,7.0,2.0,2.0,6.0,5.0,7.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,False,False,False,0.6764705882352942
255.0,0.0,289.0,0.0,1.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,289.0,255.0,8.0,1.0,2.0,24,1.0,7.0,10.0,6.0,1.0,7.0,3.0,6.0,10.0,5.0,3.0,10.0,6.0,5.0,7.0,6.0,8.0,2.0,1.0,4.0,7.0,4.0,7.0,4.0,7.0,4.0,3.0,4.0,2.0,8.0,1.0,3.0,0.0,6.0,3.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,7.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,2.0,False,False,False,0.6
255.0,0.0,290.0,0.0,0.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,290.0,255.0,10.0,2.0,6.0,59,2.0,2.0,7.0,1.0,8.0,7.0,7.0,4.0,3.0,2.0,1.0,10.0,1.0,3.0,5.0,9.0,10.0,2.0,5.0,5.0,3.0,6.0,6.0,4.0,4.0,4.0,4.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0,7.0,4.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,8.0,False,False,True,0.5705882352941176
255.0,0.0,291.0,0.0,1.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,291.0,255.0,10.0,5.0,5.0,92,2.0,4.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,5.0,8.0,5.0,5.0,3.0,5.0,9.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,4.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,False,True,True,0.7235294117647059
255.0,0.0,292.0,0.0,0.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,292.0,255.0,13.0,7.0,1.0,94,1.0,7.0,10.0,5.0,8.0,8.0,7.0,5.0,10.0,7.0,9.0,7.0,4.0,7.0,9.0,5.0,10.0,1.0,1.0,2.0,5.0,10.0,8.0,4.0,6.0,5.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,6.0,5.0,4.0,1.0,0.0,0.0,2.0,3.0,2.0,8.0,0.0,2.0,0.0,4.0,5.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,False,False,False,0.6058823529411765
255.0,0.0,293.0,0.0,0.0,10.0,3.0,1.0,51,3.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,293.0,255.0,8.0,3.0,7.0,98,2.0,7.0,6.0,9.0,7.0,10.0,8.0,7.0,6.0,6.0,8.0,9.0,6.0,9.0,9.0,8.0,8.0,6.0,4.0,5.0,5.0,7.0,6.0,5.0,5.0,5.0,4.0,0.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,6.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,False,False,False,0.6941176470588235
256.0,0.0,273.0,0.0,0.0,4.0,6.0,5.0,68,4.0,4.0,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,3.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,8.0,273.0,256.0,10.0,8.0,4.0,148,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,7.0,6.0,8.0,5.0,5.0,7.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,7.0,5.0,False,False,False,0.7058823529411764
256.0,0.0,274.0,0.0,0.0,4.0,6.0,5.0,68,4.0,4.0,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,3.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,7.0,274.0,256.0,3.0,3.0,3.0,76,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,4.0,4.0,8.0,8.0,5.0,9.0,6.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,1.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,False,False,False,0.7588235294117647
256.0,0.0,275.0,0.0,0.0,4.0,6.0,5.0,68,4.0,4.0,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,3.0,6.0,6.0,6.0,7.0,4.0,6.0,6.0,5.0,275.0,256.0,5.0,1.0,1.0,120,3.0,7.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,4.0,6.0,5.0,7.0,6.0,5.0,6.0,6.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,5.0,7.0,3.0,1.0,1.0,1.0,4.0,6.0,1.0,4.0,5.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,False,False,False,0.6176470588235294
256.0,0.0,276.0,0.0,0.0,4.0,6.0,5.0,68,4.0,4.0,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,3.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,276.0,256.0,10.0,7.0,3.0,91,1.0,2.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,4.0,7.0,8.0,9.0,7.0,8.0,8.0,7.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,7.0,2.0,1.0,2.0,1.0,7.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,2.0,False,False,False,0.6176470588235294
256.0,0.0,278.0,0.0,0.0,4.0,6.0,5.0,68,4.0,4.0,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,3.0,6.0,4.0,7.0,7.0,4.0,6.0,6.0,6.0,278.0,256.0,5.0,1.0,1.0,153,1.0,2.0,8.0,1.0,5.0,9.0,9.0,9.0,9.0,5.0,8.0,9.0,5.0,7.0,9.0,9.0,9.0,5.0,1.0,3.0,8.0,7.0,8.0,7.0,8.0,7.0,5.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,0.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,0.0,1.0,3.0,2.0,1.0,1.0,8.0,False,False,False,0.5705882352941176
256.0,0.0,279.0,1.0,0.0,4.0,6.0,5.0,68,4.0,4.0,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,3.0,6.0,8.0,7.0,7.0,6.0,7.0,8.0,7.0,279.0,256.0,10.0,7.0,1.0,64,2.0,2.0,7.0,1.0,6.0,5.0,2.0,3.0,5.0,3.0,4.0,9.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,4.0,7.0,7.0,8.0,6.0,9.0,6.0,6.0,2.0,2.0,0.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,0.0,7.0,6.0,8.0,2.0,2.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,False,False,False,0.6176470588235294
256.0,0.0,280.0,0.0,0.0,4.0,6.0,5.0,68,4.0,4.0,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,3.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,280.0,256.0,10.0,2.0,1.0,21,2.0,2.0,8.0,1.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,10.0,2.0,7.0,10.0,7.0,8.0,2.0,2.0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,5.0,6.0,1.0,2.0,1.0,0.0,7.0,1.0,2.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,False,False,False,0.6588235294117647
256.0,0.0,281.0,0.0,0.0,4.0,6.0,5.0,68,4.0,4.0,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,3.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,281.0,256.0,3.0,2.0,5.0,111,5.0,2.0,4.0,4.0,2.0,4.0,7.0,5.0,8.0,1.0,2.0,6.0,2.0,6.0,8.0,7.0,5.0,3.0,9.0,5.0,7.0,5.0,7.0,3.0,10.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,0.0,2.0,4.0,3.0,1.0,6.0,0.0,0.0,1.0,3.0,6.0,6.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,4.0,3.0,4.0,3.0,False,False,False,0.6176470588235294
256.0,0.0,282.0,1.0,0.0,4.0,6.0,5.0,68,4.0,4.0,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,3.0,6.0,6.0,8.0,6.0,7.0,6.0,7.0,7.0,282.0,256.0,5.0,1.0,1.0,138,3.0,7.0,10.0,10.0,10.0,5.0,4.0,4.0,4.0,7.0,8.0,9.0,5.0,7.0,7.0,7.0,10.0,5.0,1.0,4.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,False,False,False,0.6235294117647059
256.0,0.0,283.0,0.0,1.0,4.0,6.0,5.0,68,4.0,4.0,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,3.0,6.0,5.0,7.0,6.0,4.0,5.0,5.0,8.0,283.0,256.0,5.0,1.0,1.0,16,2.0,7.0,9.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,6.0,8.0,1.0,5.0,3.0,3.0,7.0,2.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,4.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,7.0,1.0,5.0,5.0,1.0,7.0,4.0,2.0,4.0,5.0,2.0,4.0,2.0,3.0,5.0,4.0,1.0,2.0,3.0,False,False,False,0.5
